income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Upper middle income,u37,5.8,3.07,3.0,3.0,3.13,3.5,3.41,3.27,3.44,3.5
Lower middle income,U25,6,3.07,3.17,3.13,3.5,3.0,3.41,3.3,3.48,3.5
Lower middle income,u37,6,3.5,3.5,3.83,3.67,0.0,3.41,3.49,3.5,0.0
Upper middle income,U25,6,3.37,3.31,3.23,0.0,0.0,3.41,3.32,0.0,0.0
Upper middle income,U25,6,3.4,2.67,3.13,3.0,3.5,3.41,3.18,3.42,3.5
Lower middle income,u37,6,2.42,3.0,3.13,3.5,3.5,3.41,3.19,3.43,3.47
Lower middle income,U30,6,3.12,3.29,3.38,0.0,0.0,3.41,3.33,0.0,0.0
Lower middle income,U30,6,3.5,3.83,3.5,3.5,3.8,3.41,3.71,3.7,3.5
Upper middle income,U25,6,3.55,3.63,3.5,0.0,0.0,3.41,3.55,0.0,0.0
Upper middle income,U30,6,3.09,2.96,2.75,3.0,3.0,3.41,3.19,3.42,3.5
Lower middle income,U30,6,3.0,3.5,3.65,3.5,0.0,3.41,3.49,3.53,0.0
Lower middle income,u37,6,3.0,2.96,3.0,3.0,3.25,3.41,3.18,3.42,3.5
Lower middle income,U30,6,3.0,3.25,2.75,3.0,2.75,3.41,3.32,3.44,3.5
Upper middle income,U30,6,3.53,3.88,3.75,4.0,0.0,3.41,3.74,3.8,0.0
Upper middle income,U30,6,3.28,3.27,3.19,0.0,0.0,3.41,3.32,0.0,0.0
Upper middle income,U30,6,3.17,3.17,3.68,3.5,4.0,3.41,3.28,3.51,3.47
Upper middle income,U30,6,2.87,2.5,3.2,3.25,3.5,3.41,3.18,3.42,3.5
Lower middle income,u37,6,2.36,3.29,3.13,3.0,3.25,3.41,3.35,3.47,3.5
Upper middle income,U25,6,3.24,3.35,3.08,0.0,0.0,3.41,3.38,0.0,0.0
Lower middle income,U30,6,3.5,3.5,3.04,0.0,0.0,3.41,3.48,0.0,0.0
Lower middle income,U44,6,2.97,2.65,2.89,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U30,6,3.4,3.5,3.63,4.0,0.0,3.41,3.49,3.58,0.0
Lower middle income,U25,6,2.91,3.38,3.38,4.0,0.0,3.41,3.37,3.57,0.0
Lower middle income,U30,6,3.0,3.88,3.63,4.0,0.0,3.41,3.73,3.9,0.0
Lower middle income,u37,6,3.0,2.88,2.89,0.0,0.0,3.41,3.18,0.0,0.0
Low income,U30,7,3.0,3.5,3.5,3.5,0.0,3.41,3.57,3.66,0.0
Upper middle income,U30,6,3.23,2.88,3.38,4.0,0.0,3.41,3.18,3.44,0.0
Upper middle income,U30,6,3.73,3.63,3.88,4.0,0.0,3.41,3.62,3.75,0.0
Upper middle income,U30,6,2.64,3.75,3.75,4.0,0.0,3.41,3.68,3.67,0.0
Upper middle income,U25,6,3.6,3.42,3.5,3.0,4.0,3.41,3.42,3.66,3.47
Upper middle income,U30,6,4.0,3.0,3.18,0.0,0.0,3.41,3.19,0.0,0.0
Lower middle income,u37,6,2.45,3.67,3.83,0.0,0.0,3.41,3.59,0.0,0.0
Low income,U30,8,4.0,3.25,3.75,3.75,0.0,3.41,3.41,3.69,0.0
Lower middle income,U30,6,4.0,3.6,3.42,0.0,0.0,3.41,3.48,0.0,0.0
Upper middle income,U30,6,3.6,3.2,2.9,3.59,3.7,3.41,3.28,3.48,3.5
Upper middle income,U30,6,3.75,3.63,3.75,4.0,0.0,3.41,3.56,3.69,0.0
Lower middle income,U44,6,2.46,3.7,3.63,0.0,0.0,3.41,3.66,0.0,0.0
Upper middle income,U30,6,3.33,3.27,3.46,0.0,0.0,3.41,3.35,0.0,0.0
Upper middle income,U30,6,3.44,3.0,3.0,3.5,0.0,3.41,3.23,3.45,0.0
Upper middle income,u37,5.5,2.85,3.5,3.5,3.5,0.0,3.41,3.53,3.61,0.0
Lower middle income,U30,6,3.0,3.65,3.5,0.0,0.0,3.41,3.57,0.0,0.0
Low income,U30,6,3.5,3.77,4.0,0.0,0.0,3.41,3.73,0.0,0.0
Upper middle income,U25,6,3.27,3.25,3.38,4.0,0.0,3.41,3.32,3.57,0.0
Lower middle income,u37,6,4.0,3.5,3.5,4.0,0.0,3.41,3.46,3.54,0.0
Low income,G45,6,3.0,3.58,3.47,0.0,0.0,3.41,3.55,0.0,0.0
Upper middle income,U30,6,3.09,3.15,3.65,3.5,4.0,3.41,3.28,3.51,3.5
Upper middle income,U30,6,3.7,3.8,3.5,0.0,0.0,3.41,3.65,0.0,0.0
Upper middle income,u37,6,3.07,3.5,3.75,4.0,0.0,3.41,3.49,3.68,0.0
Lower middle income,U30,6,3.09,3.63,3.85,4.0,0.0,3.41,3.55,3.64,0.0
Low income,u37,6,3.5,3.79,3.75,4.0,4.0,3.41,3.76,3.77,3.5
Lower middle income,u37,7,4.0,3.5,3.63,4.0,4.0,3.41,3.52,3.67,3.5
Upper middle income,U30,6,3.55,3.9,3.7,0.0,0.0,3.41,3.78,0.0,0.0
Lower middle income,u37,6.3,4.0,3.5,3.83,0.0,0.0,3.41,3.44,0.0,0.0
Lower middle income,U25,6,3.92,3.5,3.25,0.0,0.0,3.41,3.44,0.0,0.0
Upper middle income,U30,6,3.48,3.27,3.25,3.0,3.5,3.41,3.35,3.54,3.48
Lower middle income,u37,6,3.0,3.54,3.93,0.0,0.0,3.41,3.48,0.0,0.0
Upper middle income,U30,6,3.63,3.5,3.63,3.75,3.67,3.41,3.53,3.62,3.5
Lower middle income,U44,6,4.0,2.64,2.86,3.0,3.5,3.41,3.18,3.42,3.48
Lower middle income,U30,6.3,3.5,4.0,4.0,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,U30,6,3.0,3.38,3.33,0.0,0.0,3.41,3.37,0.0,0.0
Upper middle income,U30,6.3,3.58,2.86,3.0,3.0,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,6,3.0,3.36,3.32,3.0,0.0,3.41,3.39,3.47,0.0
Upper middle income,U30,6,2.48,3.4,2.8,3.25,0.0,3.41,3.39,3.52,0.0
Upper middle income,U30,6,2.26,3.5,3.5,3.17,0.0,3.41,3.46,3.47,0.0
Low income,U30,7,4.0,3.88,3.75,4.0,0.0,3.41,3.84,3.97,0.0
Upper middle income,U30,6,2.73,3.88,3.63,4.0,0.0,3.41,3.77,3.71,0.0
Lower middle income,U25,6,2.86,2.38,3.0,3.0,3.3,3.41,3.18,3.42,3.5
Lower middle income,U30,6.2,3.0,3.63,3.71,0.0,0.0,3.41,3.58,0.0,0.0
Upper middle income,U30,5.6,3.74,3.4,3.0,3.67,0.0,3.41,3.41,3.57,0.0
Lower middle income,U30,6,3.0,3.38,3.25,3.5,3.0,3.41,3.42,3.58,3.5
Lower middle income,U30,6,3.0,3.79,3.47,0.0,0.0,3.41,3.65,0.0,0.0
Lower middle income,U25,6,4.0,3.5,3.5,0.0,0.0,3.41,3.44,0.0,0.0
Upper middle income,U30,6,3.42,3.4,3.3,3.5,0.0,3.41,3.37,3.53,0.0
Lower middle income,u37,6,2.0,3.23,3.2,2.83,0.0,3.41,3.32,3.46,0.0
Lower middle income,U30,6,3.0,3.0,3.13,4.0,0.0,3.41,3.19,3.44,0.0
Upper middle income,U30,6,3.34,3.17,3.38,3.0,4.0,3.41,3.27,3.5,3.42
Lower middle income,U30,6,3.0,2.89,3.25,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U30,6.5,3.33,3.75,3.88,4.0,0.0,3.41,3.65,3.82,0.0
Upper middle income,U30,6,3.92,3.3,3.4,0.0,0.0,3.41,3.37,0.0,0.0
Lower middle income,U30,6,3.04,4.0,4.0,4.0,4.0,3.41,3.84,3.84,3.5
Upper middle income,U30,6,3.82,3.38,3.54,0.0,0.0,3.41,3.39,0.0,0.0
Upper middle income,U30,6,3.2,3.63,4.0,4.0,4.0,3.41,3.58,3.65,3.5
Upper middle income,U30,6,2.7,2.86,3.13,2.5,4.0,3.41,3.18,3.42,3.45
Low income,u37,6,3.5,3.2,3.33,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,u37,6.5,3.5,4.0,4.0,0.0,0.0,3.41,3.77,0.0,0.0
Upper middle income,U30,6,3.33,3.25,3.38,3.5,0.0,3.41,3.34,3.55,0.0
Lower middle income,u37,6,2.01,3.3,3.5,0.0,0.0,3.41,3.37,0.0,0.0
Upper middle income,U25,6,3.24,3.63,3.25,3.5,0.0,3.41,3.53,3.74,0.0
Lower middle income,U30,6,3.0,3.71,3.71,3.8,0.0,3.41,3.65,3.71,0.0
Upper middle income,U30,6,3.56,3.88,3.33,4.0,3.0,3.41,3.8,3.88,3.5
Upper middle income,U30,5.5,2.92,2.75,3.13,3.5,0.0,3.41,3.18,3.45,0.0
Lower middle income,U30,6,1.0,3.0,3.1,3.12,3.67,3.41,3.21,3.42,3.5
Lower middle income,U30,6.4,4.0,3.7,3.8,0.0,0.0,3.41,3.61,0.0,0.0
Lower middle income,U30,6.5,4.0,4.0,3.73,0.0,0.0,3.41,3.81,0.0,0.0
Lower middle income,u37,6,2.85,3.25,3.13,0.0,0.0,3.41,3.31,0.0,0.0
Upper middle income,U30,6,3.5,3.82,4.0,3.75,4.0,3.41,3.73,3.79,3.5
Upper middle income,U25,6.4,3.52,3.75,3.63,4.0,0.0,3.41,3.69,3.85,0.0
Lower middle income,U30,6,3.38,3.61,3.54,0.0,0.0,3.41,3.54,0.0,0.0
Lower middle income,U30,6,3.5,4.0,3.79,0.0,0.0,3.41,3.8,0.0,0.0
Upper middle income,U25,6,3.53,3.73,3.8,4.0,4.0,3.41,3.66,3.78,3.5
Upper middle income,U25,6,3.32,3.43,3.61,0.0,0.0,3.41,3.42,0.0,0.0
Upper middle income,U30,6,3.0,3.5,3.75,3.8,0.0,3.41,3.53,3.48,0.0
Upper middle income,U30,5.5,3.11,3.25,3.38,3.5,0.0,3.41,3.39,3.51,0.0
Lower middle income,u37,6.5,3.5,3.75,4.0,3.83,0.0,3.41,3.64,3.62,0.0
Lower middle income,U30,6,2.5,2.1,2.9,3.0,3.13,3.41,3.18,3.42,3.5
Upper middle income,U30,6,3.07,3.38,3.5,3.5,0.0,3.41,3.42,3.5,0.0
Upper middle income,U44,6,3.33,3.38,3.5,4.0,0.0,3.41,3.47,3.58,0.0
Lower middle income,U25,6,3.77,4.0,3.88,4.0,0.0,3.41,3.81,3.8,0.0
Lower middle income,U30,6,2.5,2.75,2.63,4.0,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,6,3.04,2.8,2.9,3.5,3.5,3.41,3.18,3.42,3.5
Upper middle income,U30,6,3.2,3.5,3.63,3.67,0.0,3.41,3.48,3.62,0.0
Low income,u37,6,3.5,3.75,3.8,0.0,0.0,3.41,3.7,0.0,0.0
Upper middle income,U25,6,3.58,3.5,3.38,4.0,0.0,3.41,3.49,3.66,0.0
Upper middle income,U30,6,3.21,3.59,4.0,4.0,0.0,3.41,3.57,3.7,0.0
Lower middle income,U25,6.5,3.05,2.88,3.75,4.0,3.5,3.41,3.2,3.54,3.5
Lower middle income,U30,7,2.82,3.5,3.8,3.5,0.0,3.41,3.53,3.63,0.0
Upper middle income,U30,6,3.55,3.88,3.88,4.0,0.0,3.41,3.78,3.93,0.0
Upper middle income,U25,6,3.24,3.6,3.6,3.83,0.0,3.41,3.52,3.6,0.0
Low income,u37,6,4.0,3.88,4.0,0.0,0.0,3.41,3.81,0.0,0.0
Upper middle income,U30,6,3.33,3.75,3.5,3.0,0.0,3.41,3.65,3.72,0.0
Lower middle income,u37,6,3.65,2.8,2.9,3.33,3.19,3.41,3.18,3.42,3.5
Low income,U30,7,3.5,3.88,3.83,3.5,0.0,3.41,3.89,3.9,0.0
Low income,U30,6.5,3.5,3.25,3.25,4.0,0.0,3.41,3.37,3.63,0.0
Upper middle income,U25,6,3.44,3.32,3.38,3.5,3.5,3.41,3.36,3.49,3.5
Upper middle income,U25,6,2.9,3.63,3.5,3.5,0.0,3.41,3.59,3.75,0.0
Lower middle income,U30,6.2,3.58,3.7,3.5,3.5,0.0,3.41,3.55,3.71,0.0
Upper middle income,U30,6,3.5,3.77,3.69,0.0,0.0,3.41,3.68,0.0,0.0
Upper middle income,U25,6,2.97,3.0,3.0,3.0,3.5,3.41,3.19,3.44,3.41
Lower middle income,U30,6,2.74,3.88,3.63,4.0,3.5,3.41,3.73,3.89,3.5
Lower middle income,U44,6,3.0,3.38,3.19,0.0,0.0,3.41,3.42,0.0,0.0
Lower middle income,u37,6,2.5,3.27,2.77,0.0,0.0,3.41,3.32,0.0,0.0
Lower middle income,u37,6,3.5,2.5,3.0,3.0,3.5,3.41,3.18,3.42,3.5
Lower middle income,u37,6,2.0,2.75,2.88,3.0,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,6,3.0,3.0,3.25,3.0,0.0,3.41,3.19,3.5,0.0
Upper middle income,U30,6,3.73,3.65,3.69,0.0,0.0,3.41,3.59,0.0,0.0
Lower middle income,U30,6,3.5,3.9,3.7,0.0,0.0,3.41,3.72,0.0,0.0
Low income,U30,6,3.75,3.1,3.4,3.63,3.83,3.41,3.31,3.46,3.5
Lower middle income,U30,6,3.0,4.0,4.0,3.83,0.0,3.41,3.85,3.74,0.0
Upper middle income,U30,6,3.52,3.46,3.68,3.5,0.0,3.41,3.47,3.59,0.0
Low income,U44,6,3.0,4.0,4.0,4.0,0.0,3.41,3.9,3.91,0.0
Upper middle income,U30,6,2.93,3.4,3.0,3.5,0.0,3.41,3.4,3.6,0.0
Low income,u37,7,3.0,3.85,3.92,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,U30,6.3,3.5,3.2,3.3,3.55,0.0,3.41,3.28,3.45,0.0
Lower middle income,U30,6,3.0,3.25,3.38,4.0,0.0,3.41,3.32,3.49,0.0
Lower middle income,U30,6,3.0,3.25,3.33,3.5,3.0,3.41,3.33,3.57,3.5
Lower middle income,U30,6,3.21,3.67,3.13,3.5,0.0,3.41,3.58,3.57,0.0
Lower middle income,U30,6.2,2.5,2.88,3.5,3.5,3.0,3.41,3.2,3.5,3.5
Lower middle income,U30,6,2.62,2.92,3.58,3.0,0.0,3.41,3.18,3.49,0.0
Lower middle income,U44,6.5,3.5,3.5,3.32,4.0,0.0,3.41,3.51,3.52,0.0
Low income,U30,6,3.5,3.25,3.63,3.5,0.0,3.41,3.36,3.68,0.0
Lower middle income,U44,6,2.5,3.0,2.5,3.0,0.0,3.41,3.22,3.45,0.0
Lower middle income,U30,6,3.0,3.63,3.25,3.5,0.0,3.41,3.58,3.62,0.0
Upper middle income,U30,6,3.36,3.5,3.1,0.0,0.0,3.41,3.47,0.0,0.0
Low income,U30,6,4.0,3.46,3.85,4.0,0.0,3.41,3.55,3.56,0.0
Upper middle income,U30,6,3.72,2.96,2.75,3.0,3.0,3.41,3.18,3.42,3.5
Low income,u37,6,3.5,3.1,3.17,3.55,0.0,3.41,3.26,3.44,0.0
Lower middle income,u37,6,3.2,3.64,3.69,0.0,0.0,3.41,3.58,0.0,0.0
Lower middle income,u37,6,3.5,3.0,2.5,3.0,0.0,3.41,3.19,3.42,0.0
Lower middle income,U30,6,3.0,3.13,3.0,3.0,0.0,3.41,3.23,3.44,0.0
Lower middle income,U30,6,3.5,3.88,3.5,3.5,0.0,3.41,3.74,3.76,0.0
Lower middle income,U30,6,2.5,3.63,3.45,3.5,0.0,3.41,3.55,3.65,0.0
Lower middle income,U30,6,3.0,3.88,4.0,4.0,4.0,3.41,3.75,3.82,3.5
Upper middle income,U30,6,3.15,3.08,3.09,3.0,0.0,3.41,3.22,3.43,0.0
Upper middle income,U25,6,3.08,3.29,3.17,3.0,0.0,3.41,3.32,3.51,0.0
Lower middle income,U30,6,3.0,3.33,3.38,3.0,3.5,3.41,3.39,3.49,3.5
Upper middle income,U25,6,3.37,2.95,3.3,3.5,0.0,3.41,3.19,3.42,0.0
Upper middle income,u37,5,2.89,3.0,3.38,4.0,0.0,3.41,3.22,3.54,0.0
Upper middle income,u37,6,2.96,3.04,3.18,0.0,0.0,3.41,3.2,0.0,0.0
Upper middle income,U30,6,3.17,3.5,3.38,4.0,4.0,3.41,3.52,3.7,3.45
Upper middle income,U30,6,3.75,2.95,3.45,3.5,0.0,3.41,3.19,3.43,0.0
Upper middle income,U30,6,3.13,3.14,3.13,3.0,3.5,3.41,3.27,3.51,3.5
Low income,U30,6.5,3.62,3.13,3.38,4.0,3.5,3.41,3.34,3.6,3.5
Upper middle income,U30,6,3.54,3.5,3.63,4.0,0.0,3.41,3.49,3.62,0.0
Upper middle income,U30,6,3.59,3.0,3.25,4.0,0.0,3.41,3.19,3.49,0.0
Lower middle income,u37,6,2.94,3.75,3.5,4.0,4.0,3.41,3.64,3.82,3.5
High income,U44,6.2,2.9,3.25,3.38,3.5,0.0,3.41,3.34,3.5,0.0
Upper middle income,U30,6,2.91,3.1,3.2,3.0,0.0,3.41,3.26,3.46,0.0
Upper middle income,u37,6,2.92,3.0,3.25,2.5,0.0,3.41,3.23,3.46,0.0
Lower middle income,U30,6,2.0,2.5,2.5,3.04,3.27,3.41,3.18,3.42,3.5
Upper middle income,U30,6,3.35,3.25,3.13,3.5,0.0,3.41,3.35,3.47,0.0
Lower middle income,U30,6,3.0,4.0,3.63,4.0,0.0,3.41,3.84,3.75,0.0
Lower middle income,U30,5.5,2.5,3.0,3.13,4.0,0.0,3.41,3.22,3.53,0.0
Lower middle income,U30,6,3.0,2.88,3.0,3.5,0.0,3.41,3.18,3.44,0.0
Lower middle income,U30,6,4.0,3.69,4.0,0.0,0.0,3.41,3.6,0.0,0.0
Upper middle income,U30,6,2.95,3.38,3.63,4.0,0.0,3.41,3.44,3.62,0.0
Lower middle income,U30,6,3.0,3.38,3.33,4.0,2.5,3.41,3.45,3.59,3.5
Lower middle income,u37,6,2.5,3.63,3.5,3.5,2.5,3.41,3.6,3.6,3.5
Lower middle income,U30,6,3.5,3.5,3.83,4.0,3.0,3.41,3.54,3.68,3.5
Lower middle income,U30,6,3.5,4.0,3.38,4.0,0.0,3.41,3.78,3.87,0.0
Lower middle income,U30,6,3.5,3.5,3.63,4.0,0.0,3.41,3.51,3.66,0.0
Lower middle income,U30,6,3.0,3.88,3.63,4.0,4.0,3.41,3.74,3.77,3.5
Lower middle income,u37,6,1.0,3.2,3.36,3.39,3.0,3.41,3.29,3.42,3.5
Lower middle income,U30,6,3.37,2.86,3.38,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U30,6,3.44,3.5,3.25,3.5,0.0,3.41,3.53,3.64,0.0
Lower middle income,U30,6.5,3.74,3.5,3.7,0.0,0.0,3.41,3.44,0.0,0.0
Lower middle income,U30,6,3.5,3.96,3.88,0.0,0.0,3.41,3.79,0.0,0.0
Lower middle income,u37,7,3.5,3.5,3.5,3.83,0.0,3.41,3.51,3.62,0.0
Lower middle income,u37,6.3,4.0,3.7,3.8,3.5,0.0,3.41,3.61,3.73,0.0
Lower middle income,U30,6,4.0,3.7,3.88,0.0,0.0,3.41,3.6,0.0,0.0
Lower middle income,u37,6,3.0,3.63,3.38,4.0,0.0,3.41,3.55,3.7,0.0
Upper middle income,U30,6,3.26,3.38,3.5,4.0,0.0,3.41,3.43,3.51,0.0
Lower middle income,U30,6,3.0,4.0,4.0,4.0,0.0,3.41,3.83,3.67,0.0
Upper middle income,U30,6,3.67,3.5,3.88,4.0,0.0,3.41,3.53,3.76,0.0
High income,U30,9,2.99,3.92,3.7,3.5,0.0,3.41,3.82,3.84,0.0
High income,U44,6,2.82,3.61,3.67,3.67,0.0,3.41,3.6,3.66,0.0
Lower middle income,U30,6,3.0,3.59,3.0,3.54,0.0,3.41,3.6,3.49,0.0
Upper middle income,U25,6,3.47,3.5,3.62,0.0,0.0,3.41,3.46,0.0,0.0
Upper middle income,U25,6,3.31,3.5,3.5,4.0,0.0,3.41,3.48,3.66,0.0
Lower middle income,U30,6,3.5,3.88,3.87,0.0,0.0,3.41,3.7,0.0,0.0
Lower middle income,U30,6,2.5,3.23,3.0,3.5,0.0,3.41,3.35,3.42,0.0
Lower middle income,U30,6,3.02,3.57,3.79,0.0,0.0,3.41,3.53,0.0,0.0
Lower middle income,U30,6,3.64,3.0,2.88,3.75,3.33,3.41,3.2,3.46,3.5
Upper middle income,U30,6,3.64,3.6,3.1,0.0,0.0,3.41,3.51,0.0,0.0
Lower middle income,u37,4.8,3.46,2.89,3.5,2.75,0.0,3.41,3.19,3.43,0.0
Lower middle income,U30,6,2.0,2.5,2.76,2.9,3.38,3.41,3.18,3.42,3.5
Upper middle income,U30,6,3.52,2.91,3.18,3.0,3.0,3.41,3.18,3.42,3.32
Lower middle income,U30,6,4.0,3.63,3.63,3.5,0.0,3.41,3.52,3.6,0.0
Upper middle income,U30,6,2.85,3.5,3.2,3.83,0.0,3.41,3.47,3.46,0.0
Lower middle income,U30,6,2.89,4.0,4.0,4.0,4.0,3.41,3.81,3.77,3.5
Upper middle income,U30,5.6,3.05,3.0,3.2,2.75,3.25,3.41,3.29,3.45,3.5
Upper middle income,U30,6,3.43,3.5,3.75,4.0,0.0,3.41,3.52,3.58,0.0
Upper middle income,U25,7.5,3.84,3.88,3.5,4.0,0.0,3.41,3.76,3.79,0.0
Lower middle income,U30,6,2.97,3.5,3.5,4.0,0.0,3.41,3.5,3.55,0.0
Upper middle income,U30,6,2.97,3.5,3.5,3.75,0.0,3.41,3.57,3.57,0.0
Upper middle income,U25,6,2.99,3.63,3.5,3.38,0.0,3.41,3.64,3.65,0.0
Low income,u37,6,3.5,3.89,3.75,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,U30,6,3.0,3.32,3.77,4.0,0.0,3.41,3.37,3.55,0.0
Upper middle income,U25,6.2,3.38,3.5,3.5,4.0,0.0,3.41,3.49,3.7,0.0
Upper middle income,U25,6,3.82,3.9,3.75,0.0,0.0,3.41,3.75,0.0,0.0
Upper middle income,U30,7,3.78,3.9,4.0,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,G45,6,1.0,3.13,3.15,3.0,0.0,3.41,3.27,3.43,0.0
Upper middle income,U30,5.4,3.23,3.25,3.13,3.5,0.0,3.41,3.39,3.49,0.0
Lower middle income,U30,6,3.0,3.62,3.88,0.0,0.0,3.41,3.54,0.0,0.0
Lower middle income,U30,6,3.0,3.25,3.0,3.0,3.0,3.41,3.34,3.46,3.5
Low income,U30,6,3.5,3.63,4.0,3.25,3.5,3.41,3.71,3.7,3.5
Lower middle income,U30,6,3.0,3.62,3.5,4.0,0.0,3.41,3.55,3.71,0.0
Lower middle income,u37,6,4.0,2.67,3.13,3.5,2.5,3.41,3.18,3.44,3.5
Upper middle income,U25,6.2,3.63,4.0,3.0,3.63,0.0,3.41,3.84,3.67,0.0
Low income,U30,6.5,3.5,3.5,3.5,3.5,0.0,3.41,3.58,3.73,0.0
Upper middle income,U30,6,3.68,3.75,4.0,3.88,0.0,3.41,3.73,3.7,0.0
Lower middle income,U30,6,2.73,3.13,3.13,4.0,3.13,3.41,3.22,3.53,3.5
Lower middle income,U25,6,4.0,4.0,4.0,0.0,0.0,3.41,3.78,0.0,0.0
Upper middle income,U25,6,3.27,3.31,3.61,4.0,0.0,3.41,3.33,3.62,0.0
Lower middle income,U30,6,1.0,3.3,3.3,0.0,0.0,3.41,3.29,0.0,0.0
Upper middle income,U30,6,3.37,3.3,3.25,0.0,0.0,3.41,3.36,0.0,0.0
Upper middle income,U44,6,3.73,3.25,3.63,3.5,0.0,3.41,3.38,3.6,0.0
Upper middle income,U30,6,3.72,3.96,4.0,0.0,0.0,3.41,3.81,0.0,0.0
Lower middle income,U44,6,3.5,3.2,3.3,3.68,0.0,3.41,3.29,3.44,0.0
Upper middle income,U30,5,3.75,2.73,3.23,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U30,6.4,4.0,3.6,3.67,3.75,0.0,3.41,3.52,3.68,0.0
Upper middle income,U30,6,3.26,3.5,3.45,3.17,0.0,3.41,3.52,3.51,0.0
Lower middle income,U30,6,3.0,3.88,3.13,3.5,0.0,3.41,3.74,3.72,0.0
Lower middle income,u37,5.3,3.0,2.63,2.88,3.5,0.0,3.41,3.18,3.42,0.0
Low income,U30,6,3.68,3.0,3.25,3.5,3.5,3.41,3.25,3.52,3.5
Upper middle income,U30,6,2.75,3.25,3.0,3.5,3.13,3.41,3.31,3.57,3.5
Upper middle income,U30,6,3.31,3.88,3.88,4.0,0.0,3.41,3.77,3.74,0.0
Lower middle income,U30,6,3.0,3.13,3.13,3.5,0.0,3.41,3.24,3.46,0.0
Lower middle income,U30,6,3.0,3.27,3.5,3.5,0.0,3.41,3.34,3.52,0.0
Lower middle income,u37,6,2.61,2.75,3.0,2.8,2.83,3.41,3.18,3.42,3.49
Lower middle income,U30,6,3.01,3.88,4.0,4.0,0.0,3.41,3.75,3.69,0.0
Upper middle income,U30,6,2.8,3.73,3.73,4.0,0.0,3.41,3.65,3.74,0.0
Lower middle income,U44,6,2.0,2.86,3.08,3.5,0.0,3.41,3.19,3.45,0.0
Lower middle income,U30,6,3.0,3.5,2.88,3.0,0.0,3.41,3.48,3.53,0.0
Lower middle income,U25,6,2.86,3.05,3.25,3.5,0.0,3.41,3.2,3.44,0.0
Lower middle income,U44,6,3.5,2.88,2.54,3.5,0.0,3.41,3.18,3.42,0.0
Lower middle income,U30,6,4.0,3.5,3.88,3.88,0.0,3.41,3.5,3.63,0.0
Lower middle income,U44,6,2.63,3.25,3.75,4.0,3.7,3.41,3.35,3.51,3.5
High income,U25,7,3.0,3.5,3.5,0.0,0.0,3.41,3.49,0.0,0.0
High income,U25,6,2.75,3.6,3.6,0.0,0.0,3.41,3.51,0.0,0.0
High income,U25,6,2.75,3.27,3.5,0.0,0.0,3.41,3.29,0.0,0.0
Lower middle income,u37,6,2.5,3.0,2.75,3.0,0.0,3.41,3.19,3.42,0.0
Low income,u37,6,3.5,2.5,3.0,3.5,0.0,3.41,3.18,3.43,0.0
Lower middle income,U30,6,3.5,3.54,3.5,0.0,0.0,3.41,3.51,0.0,0.0
Low income,U30,6,2.85,2.75,3.0,3.5,3.5,3.41,3.19,3.47,3.5
Lower middle income,U30,6,4.0,4.0,4.0,0.0,0.0,3.41,3.81,0.0,0.0
Lower middle income,u37,7,3.5,4.0,4.0,4.0,4.0,3.41,3.87,3.91,3.5
Lower middle income,u37,6,2.4,3.0,3.13,3.0,0.0,3.41,3.2,3.46,0.0
Lower middle income,U30,6.5,3.24,3.43,3.58,0.0,0.0,3.41,3.42,0.0,0.0
Lower middle income,U30,6.5,4.0,3.5,3.75,4.0,0.0,3.41,3.46,3.66,0.0
Upper middle income,U30,6,3.52,3.7,3.67,4.0,0.0,3.41,3.55,3.7,0.0
Lower middle income,U44,6,2.5,3.65,3.19,0.0,0.0,3.41,3.59,0.0,0.0
Lower middle income,U25,6,3.41,4.0,3.75,0.0,0.0,3.41,3.84,0.0,0.0
Upper middle income,U30,6,3.23,3.88,3.88,4.0,0.0,3.41,3.74,3.84,0.0
Lower middle income,u37,6,3.6,3.89,3.96,0.0,0.0,3.41,3.77,0.0,0.0
Lower middle income,U30,6,3.0,4.0,4.0,4.0,0.0,3.41,3.78,3.85,0.0
Lower middle income,U25,6,2.75,3.4,3.27,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,U30,6,2.75,3.15,3.15,0.0,0.0,3.41,3.24,0.0,0.0
Lower middle income,U30,6,3.36,3.6,3.34,0.0,0.0,3.41,3.47,0.0,0.0
Lower middle income,u37,6,2.5,3.43,3.5,0.0,0.0,3.41,3.44,0.0,0.0
High income,U25,6,2.75,3.5,3.17,0.0,0.0,3.41,3.46,0.0,0.0
